rank,team,team_name,value,value_text,stat_type,stat_label
10,uraw,浦和レッズ,25.7,25.7,expected_goals,Expected Goals
11,ngsk,Ｖ・ファーレン長崎,23.5,23.5,expected_goals,Expected Goals
12,chib,ジェフユナイテッド千葉,22.7,22.7,expected_goals,Expected Goals
13,y-fm,横浜Ｆ・マリノス,22.7,22.7,expected_goals,Expected Goals
14,ka-f,川崎フロンターレ,22.6,22.6,expected_goals,Expected Goals
15,mcd,ＦＣ町田ゼルビア,22.2,22.2,expected_goals,Expected Goals
16,kyot,京都サンガF.C.,22.1,22.1,expected_goals,Expected Goals
17,shim,清水エスパルス,22.0,22.0,expected_goals,Expected Goals
18,mito,水戸ホーリーホック,19.5,19.5,expected_goals,Expected Goals
19,fuku,アビスパ福岡,18.9,18.9,expected_goals,Expected Goals
20,tk-v,東京ヴェルディ,16.8,16.8,expected_goals,Expected Goals
1,chib,ジェフユナイテッド千葉,33.0,33.0,expected_goals_against,Expected Goals Against
2,ngsk,Ｖ・ファーレン長崎,31.5,31.5,expected_goals_against,Expected Goals Against
3,c-os,セレッソ大阪,30.7,30.7,expected_goals_against,Expected Goals Against
4,kyot,京都サンガF.C.,30.0,30.0,expected_goals_against,Expected Goals Against
5,ka-f,川崎フロンターレ,29.6,29.6,expected_goals_against,Expected Goals Against
6,nago,名古屋グランパス,26.9,26.9,expected_goals_against,Expected Goals Against
7,mito,水戸ホーリーホック,26.6,26.6,expected_goals_against,Expected Goals Against
8,g-os,ガンバ大阪,25.7,25.7,expected_goals_against,Expected Goals Against
9,shim,清水エスパルス,25.4,25.4,expected_goals_against,Expected Goals Against
10,kasw,柏レイソル,23.5,23.5,expected_goals_against,Expected Goals Against
11,uraw,浦和レッズ,22.9,22.9,expected_goals_against,Expected Goals Against
12,fuku,アビスパ福岡,22.8,22.8,expected_goals_against,Expected Goals Against
13,mcd,ＦＣ町田ゼルビア,21.7,21.7,expected_goals_against,Expected Goals Against
14,okay,ファジアーノ岡山,21.7,21.7,expected_goals_against,Expected Goals Against
15,y-fm,横浜Ｆ・マリノス,21.5,21.5,expected_goals_against,Expected Goals Against
16,tk-v,東京ヴェルディ,21.3,21.3,expected_goals_against,Expected Goals Against
17,hiro,サンフレッチェ広島,21.1,21.1,expected_goals_against,Expected Goals Against
18,kasm,鹿島アントラーズ,21.0,21.0,expected_goals_against,Expected Goals Against
19,kobe,ヴィッセル神戸,20.9,20.9,expected_goals_against,Expected Goals Against
20,FCtk,ＦＣ東京,17.4,17.4,expected_goals_against,Expected Goals Against
1,c-os,セレッソ大阪,121.0,121,distance_per_game,Avg Distance Covered
2,kasw,柏レイソル,120.0,120,distance_per_game,Avg Distance Covered
3,chib,ジェフユナイテッド千葉,119.0,119,distance_per_game,Avg Distance Covered
3,tk-v,東京ヴェルディ,119.0,119,distance_per_game,Avg Distance Covered
5,mito,水戸ホーリーホック,118.0,118,distance_per_game,Avg Distance Covered
5,FCtk,ＦＣ東京,118.0,118,distance_per_game,Avg Distance Covered
5,mcd,ＦＣ町田ゼルビア,118.0,118,distance_per_game,Avg Distance Covered
8,uraw,浦和レッズ,116.0,116,distance_per_game,Avg Distance Covered
8,y-fm,横浜Ｆ・マリノス,116.0,116,distance_per_game,Avg Distance Covered
8,fuku,アビスパ福岡,116.0,116,distance_per_game,Avg Distance Covered
11,kyot,京都サンガF.C.,115.0,115,distance_per_game,Avg Distance Covered
12,ka-f,川崎フロンターレ,114.0,114,distance_per_game,Avg Distance Covered
12,kobe,ヴィッセル神戸,114.0,114,distance_per_game,Avg Distance Covered
14,g-os,ガンバ大阪,113.0,113,distance_per_game,Avg Distance Covered
14,okay,ファジアーノ岡山,113.0,113,distance_per_game,Avg Distance Covered
14,ngsk,Ｖ・ファーレン長崎,113.0,113,distance_per_game,Avg Distance Covered
17,kasm,鹿島アントラーズ,112.0,112,distance_per_game,Avg Distance Covered
17,shim,清水エスパルス,112.0,112,distance_per_game,Avg Distance Covered
17,nago,名古屋グランパス,112.0,112,distance_per_game,Avg Distance Covered
20,hiro,サンフレッチェ広島,111.0,111,distance_per_game,Avg Distance Covered
1,kyot,京都サンガF.C.,157.0,157,sprint_per_game,Avg Sprints
2,FCtk,ＦＣ東京,147.0,147,sprint_per_game,Avg Sprints
3,tk-v,東京ヴェルディ,144.0,144,sprint_per_game,Avg Sprints
4,uraw,浦和レッズ,143.0,143,sprint_per_game,Avg Sprints
5,c-os,セレッソ大阪,141.0,141,sprint_per_game,Avg Sprints
6,okay,ファジアーノ岡山,140.0,140,sprint_per_game,Avg Sprints
7,kasw,柏レイソル,137.0,137,sprint_per_game,Avg Sprints
7,nago,名古屋グランパス,137.0,137,sprint_per_game,Avg Sprints
9,kobe,ヴィッセル神戸,136.0,136,sprint_per_game,Avg Sprints
10,kasm,鹿島アントラーズ,134.0,134,sprint_per_game,Avg Sprints
10,y-fm,横浜Ｆ・マリノス,134.0,134,sprint_per_game,Avg Sprints
10,ngsk,Ｖ・ファーレン長崎,134.0,134,sprint_per_game,Avg Sprints
13,hiro,サンフレッチェ広島,131.0,131,sprint_per_game,Avg Sprints
14,mito,水戸ホーリーホック,127.0,127,sprint_per_game,Avg Sprints
15,shim,清水エスパルス,126.0,126,sprint_per_game,Avg Sprints
16,g-os,ガンバ大阪,124.0,124,sprint_per_game,Avg Sprints
17,chib,ジェフユナイテッド千葉,121.0,121,sprint_per_game,Avg Sprints
17,ka-f,川崎フロンターレ,121.0,121,sprint_per_game,Avg Sprints
19,mcd,ＦＣ町田ゼルビア,113.0,113,sprint_per_game,Avg Sprints
20,fuku,アビスパ福岡,112.0,112,sprint_per_game,Avg Sprints
