Season,Section,Date,Home,Score,Away,Stadium,Attendance,Home_Goals,Away_Goals,Home_Rest_Days,Away_Rest_Days,Away_Travel_Distance_km,Weather,Home_Formation,Away_Formation,Home_Current_Rank,Away_Current_Rank,Rank_Diff,Home_Rank_Delta_3,Away_Rank_Delta_3,Home_Elo_Before,Away_Elo_Before,Elo_Diff,Home_Market_Value,Away_Market_Value,Market_Value_Diff,Home_Manager_Tenure,Away_Manager_Tenure,Home_Current_Points,Away_Current_Points,Home_Rolling_Points_5,Away_Rolling_Points_5,Home_Rolling_xG,Away_Rolling_xG,Home_AGI,Home_KAGI,Away_AGI,Away_KAGI,H2H_Score_Avg,Capacity,Stadium_Fill_Rate,Goal_Diff,Match_Result,Home_Prev_Total Shots,Home_Prev_Shots on Target,Home_Prev_Total Shots Against,Home_Prev_Total Goals,Home_Prev_Total Goals Against,Home_Prev_Clean Sheets,Home_Prev_Total Passes,Home_Prev_Total Dribbles,Home_Prev_Total Through Passes,Home_Prev_Total Crosses,Home_Prev_Total Clearances,Home_Prev_Total Tackles,Home_Prev_Total Blocks,Home_Prev_Total Fouls,Home_Prev_Total Interceptions,Home_Prev_Aerial Duels Won,Home_Prev_Yellow Cards,Home_Prev_Red Cards,Home_Prev_Average Possession,Home_Prev_Chances Created,Home_Prev_Duels Won,Home_Prev_Recoveries,Home_Prev_Expected Goals,Home_Prev_Expected Goals Against,Home_Prev_Avg Distance Covered,Home_Prev_Avg Sprints,Home_Prev_Distance Covered (In Possession),Home_Prev_Sprints (In Possession),Home_Prev_Distance Covered (Out of Possession),Home_Prev_Sprints (Out of Possession),Away_Prev_Total Shots,Away_Prev_Shots on Target,Away_Prev_Total Shots Against,Away_Prev_Total Goals,Away_Prev_Total Goals Against,Away_Prev_Clean Sheets,Away_Prev_Total Passes,Away_Prev_Total Dribbles,Away_Prev_Total Through Passes,Away_Prev_Total Crosses,Away_Prev_Total Clearances,Away_Prev_Total Tackles,Away_Prev_Total Blocks,Away_Prev_Total Fouls,Away_Prev_Total Interceptions,Away_Prev_Aerial Duels Won,Away_Prev_Yellow Cards,Away_Prev_Red Cards,Away_Prev_Average Possession,Away_Prev_Chances Created,Away_Prev_Duels Won,Away_Prev_Recoveries,Away_Prev_Expected Goals,Away_Prev_Expected Goals Against,Away_Prev_Avg Distance Covered,Away_Prev_Avg Sprints,Away_Prev_Distance Covered (In Possession),Away_Prev_Sprints (In Possession),Away_Prev_Distance Covered (Out of Possession),Away_Prev_Sprints (Out of Possession),is_Mirror_Game,Home_DF_count,Home_MF_count,Home_FW_count,Away_DF_count,Away_MF_count,Away_FW_count,Home_Midfield_Advantage,Defense_Margin_Home,Defense_Margin_Away,Backline_Matchup,Home_Prev_Goal PK,Home_Prev_Goal Direct Set Piece,Home_Prev_Goal Indirect Set Piece,Home_Prev_Goal Cross,Home_Prev_Goal Through Pass,Home_Prev_Goal from pass within 30m,Home_Prev_Goal from pass farther than 30m,Home_Prev_Goal from Dribble,Home_Prev_Goal from Ball Lost,Home_Prev_Goal Other,Home_Prev_Set-piece Index,Home_Prev_Left Attack Index,Home_Prev_Center Attack Index,Home_Prev_Right Attack Index,Home_Prev_Short Counter,Home_Prev_Long Counter,Home_Prev_Opponent Area Possession,Home_Prev_My Area Possession,Away_Prev_Goal PK,Away_Prev_Goal Direct Set Piece,Away_Prev_Goal Indirect Set Piece,Away_Prev_Goal Cross,Away_Prev_Goal Through Pass,Away_Prev_Goal from pass within 30m,Away_Prev_Goal from pass farther than 30m,Away_Prev_Goal from Dribble,Away_Prev_Goal from Ball Lost,Away_Prev_Goal Other,Away_Prev_Set-piece Index,Away_Prev_Left Attack Index,Away_Prev_Center Attack Index,Away_Prev_Right Attack Index,Away_Prev_Short Counter,Away_Prev_Long Counter,Away_Prev_Opponent Area Possession,Away_Prev_My Area Possession,Home_Season_Progress,Home_Urgency_Score,Away_Season_Progress,Away_Urgency_Score
2026_special,1,2026-02-06,kyot,1-1,kobe,サンガＳ,0.0,1,1,0.0,0.0,412.8,Sunny,4-1-2-3,4-1-2-3,6.0,5.0,1.0,0.0,0.0,1500.0,1500.0,0.0,17.13,21.35,0.0,127.5,96.0,0.0,0.0,0.0,0.0,1.2599999999999998,1.3689999999999984,52.5,45.8,54.5,50.8,0.0,0.0,0.0,0,0,11.911764705882351,3.176470588235294,13.35294117647059,1.131578947368421,1.3235294117647058,0.2352941176470588,330.5147058823529,10.735294117647058,10.43498452012384,14.617647058823527,25.558823529411764,17.409442724458206,20.83513931888545,13.421052631578949,1.5255417956656347,17.894736842105264,1.4396284829721364,0.0835913312693498,46.55,9.441176470588236,15.81501547987616,33.94117647058823,1.188235294117647,1.4,113.0,135.0,27.0,53.0,36.5,80.0,12.411764705882351,4.176470588235294,11.852941176470589,1.605263157894737,0.9473684210526316,0.3421052631578947,518.9411764705883,11.470588235294118,12.411764705882351,14.235294117647058,21.86842105263158,16.794117647058822,18.473684210526315,9.911764705882351,2.210526315789474,16.92105263157895,0.9736842105263158,0.0294117647058823,53.7,11.382352941176473,16.605263157894736,31.941176470588236,1.3941176470588237,1.1088235294117648,113.0,163.0,42.0,70.0,44.0,88.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,4_vs_4,0.02786377708978325,0.0,0.2376160990712074,0.2105263157894736,0.07043343653250769,0.0588235294117647,0.0,0.0719814241486068,0.1176470588235294,0.01470588235294115,56.0,35.5,54.5,60.0,56.0,46.0,36.0,38.0,0.0789473684210526,0.0263157894736842,0.2941176470588235,0.3823529411764705,0.1052631578947368,0.2105263157894736,0.0789473684210526,0.0789473684210526,0.1052631578947368,0.0294117647058823,57.0,56.0,47.0,43.0,45.0,39.0,54.0,61.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-06,y-fm,2-3,mcd,日産ス,0.0,2,3,0.0,0.0,145.05,Sunny,4-2-1-3,3-4-2-1,10.0,6.0,4.0,0.0,0.0,1500.0,1500.0,0.0,20.5,19.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6489999999999976,1.3499999999999968,51.79999999999999,47.10000000000001,55.1,54.4,0.0,0.0,0.0,-1,-1,15.705882352941176,5.205882352941177,12.676470588235292,2.0294117647058822,1.1764705882352942,0.2647058823529412,607.2647058823529,11.852941176470589,17.205882352941178,18.294117647058822,18.647058823529413,16.973684210526315,19.11764705882353,11.842105263157896,1.5294117647058822,11.078947368421051,1.1842105263157894,0.0789473684210526,57.9,14.882352941176473,15.921052631578949,33.026315789473685,1.8088235294117647,1.3558823529411763,118.0,184.0,48.0,89.0,44.0,90.0,6.092105263157895,1.631578947368421,5.421052631578948,0.7105263157894736,0.4473684210526316,0.23684210526315785,164.31578947368422,6.144736842105263,5.25,8.263157894736842,9.802631578947368,7.657894736842105,8.513157894736842,7.131578947368421,0.7105263157894736,10.828947368421051,0.75,0.0263157894736842,22.4,5.236842105263158,8.68421052631579,16.75,0.6907894736842105,0.4802631578947368,58.0,63.5,14.0,31.0,18.0,31.5,0.0,4.0,3.0,3.0,3.0,6.0,1.0,-3.0,3.0,0.0,4_vs_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-06,ngsk,1-3,hiro,ピースタ,0.0,1,3,0.0,0.0,639.0,Sunny,3-4-2-1,3-4-2-1,8.0,4.0,4.0,0.0,0.0,1500.0,1500.0,0.0,17.23,17.85,0.0,82.0,117.0,0.0,0.0,0.0,0.0,1.2354999999999983,1.5739999999999983,50.39999999999999,49.0,59.0,54.6,0.0,0.0,0.0,-2,-1,12.029411764705882,3.868421052631579,11.588235294117649,1.1764705882352942,1.1470588235294117,0.2647058823529412,436.7948916408669,10.36842105263158,11.647058823529411,13.823529411764705,20.94736842105263,17.294117647058822,18.852941176470587,11.029411764705882,1.7352941176470589,14.447368421052632,1.0294117647058822,0.0294117647058823,48.9,10.705882352941176,16.323529411764707,31.789473684210527,1.2263157894736842,1.181578947368421,113.0,135.0,35.0,64.0,38.0,72.0,14.705882352941176,4.676470588235294,10.921052631578949,1.3529411764705883,1.105263157894737,0.3235294117647059,481.1470588235294,10.470588235294118,14.705882352941176,16.764705882352942,18.352941176470587,18.657894736842103,18.647058823529413,11.794117647058824,1.7352941176470589,16.86842105263158,0.9117647058823528,0.0294117647058823,49.5,13.117647058823527,18.176470588235293,33.3235294117647,1.4088235294117646,1.068421052631579,112.0,164.0,40.0,76.0,46.0,87.0,1.0,3.0,6.0,1.0,3.0,6.0,1.0,0.0,2.0,2.0,3_vs_3,0.0526315789473684,0.0,0.2105263157894736,0.2105263157894736,0.0588235294117647,0.1842105263157894,0.0,0.0588235294117647,0.1052631578947368,0.0294117647058823,45.0,44.0,47.0,44.0,45.0,44.5,44.0,44.0,0.1052631578947368,0.0526315789473684,0.3421052631578947,0.2941176470588235,0.1764705882352941,0.2352941176470588,0.0526315789473684,0.088235294117647,0.1176470588235294,0.0294117647058823,72.0,60.0,54.0,66.0,74.0,62.0,54.0,41.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-07,chib,0-2,uraw,フクアリ,0.0,0,2,0.0,0.0,234.7,Sunny,3-4-2-1,4-2-3-1,3.0,9.0,-6.0,0.0,0.0,1500.0,1500.0,0.0,17.23,25.35,0.0,82.0,99.0,0.0,0.0,0.0,0.0,1.2354999999999983,1.2839999999999991,50.39999999999999,49.0,47.400000000000006,47.0,0.0,0.0,0.0,-2,-1,12.029411764705882,3.868421052631579,11.588235294117649,1.1764705882352942,1.1470588235294117,0.2647058823529412,436.7948916408669,10.36842105263158,11.647058823529411,13.823529411764705,20.94736842105263,17.294117647058822,18.852941176470587,11.029411764705882,1.7352941176470589,14.447368421052632,1.0294117647058822,0.0294117647058823,48.9,10.705882352941176,16.323529411764707,31.789473684210527,1.2263157894736842,1.181578947368421,113.0,135.0,35.0,64.0,38.0,72.0,12.029411764705882,3.941176470588235,12.578947368421051,1.2647058823529411,1.1470588235294117,0.3157894736842105,486.5,9.973684210526317,13.205882352941176,12.86842105263158,20.91176470588235,17.735294117647058,19.235294117647054,10.105263157894736,1.763157894736842,13.894736842105264,1.105263157894737,0.0294117647058823,52.7,10.558823529411764,16.81578947368421,30.470588235294116,1.363157894736842,1.1823529411764706,111.0,163.0,39.0,78.0,45.0,83.0,0.0,3.0,6.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,3_vs_4,0.0526315789473684,0.0,0.2105263157894736,0.2105263157894736,0.0588235294117647,0.1842105263157894,0.0,0.0588235294117647,0.1052631578947368,0.0294117647058823,45.0,44.0,47.0,44.0,45.0,44.5,44.0,44.0,0.1842105263157894,0.0294117647058823,0.2352941176470588,0.2352941176470588,0.1176470588235294,0.2368421052631578,0.0263157894736842,0.0526315789473684,0.1470588235294117,0.0263157894736842,46.0,43.0,52.0,42.0,42.0,45.0,53.0,63.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-07,FCtk,1-1,kasm,味スタ,0.0,1,1,0.0,0.0,289.2,Sunny,4-2-1-3,4-4-2,2.0,5.0,-3.0,0.0,0.0,1500.0,1500.0,0.0,16.58,21.4,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,1.2529999999999994,0.0,0.0,52.3,49.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.941176470588236,4.176470588235294,11.147058823529411,1.5789473684210529,1.0789473684210529,0.3947368421052631,424.11764705882354,10.852941176470589,12.264705882352942,15.078947368421051,21.91176470588235,18.68421052631579,19.970588235294116,11.894736842105264,2.0,18.81578947368421,1.411764705882353,0.0588235294117647,50.1,11.5,17.36842105263158,33.55263157894737,1.2868421052631578,1.2078947368421051,112.0,167.0,40.0,80.0,45.0,86.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,-1.0,2.0,1.0,4_vs_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,0.3823529411764705,0.2941176470588235,0.088235294117647,0.2631578947368421,0.0294117647058823,0.0588235294117647,0.1764705882352941,0.088235294117647,50.0,48.0,58.0,56.0,54.0,62.0,50.0,40.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-07,c-os,0-0,g-os,ヤンマー,0.0,0,0,0.0,0.0,383.2,Sunny,4-4-2,4-2-3-1,4.0,6.0,-2.0,0.0,0.0,1500.0,1500.0,0.0,19.15,18.75,0.0,99.0,85.0,0.0,0.0,0.0,0.0,1.4329999999999974,1.2369999999999977,50.1,47.7,48.9,46.7,0.0,0.0,0.0,0,0,13.394736842105264,3.868421052631579,12.18421052631579,1.236842105263158,1.1764705882352942,0.2894736842105263,455.8157894736842,10.823529411764708,11.105263157894736,15.289473684210526,20.5,15.5,18.38235294117647,9.157894736842104,1.605263157894737,13.941176470588236,0.7368421052631579,0.0294117647058823,50.4,10.763157894736842,15.441176470588236,31.88235294117647,1.258823529411765,1.1973684210526316,114.0,129.0,41.0,62.0,48.0,66.0,12.763157894736842,4.088235294117647,14.911764705882351,1.1176470588235294,1.2894736842105263,0.3421052631578947,473.8157894736842,9.470588235294118,10.794117647058824,13.058823529411764,23.029411764705884,17.13157894736842,20.289473684210527,11.558823529411764,1.7941176470588236,17.676470588235293,1.0526315789473684,0.0294117647058823,48.1,11.176470588235292,16.91176470588235,31.789473684210527,1.2352941176470589,1.576470588235294,113.0,157.0,38.0,67.0,50.0,83.0,0.0,4.0,4.0,2.0,4.0,5.0,1.0,-1.0,3.0,2.0,4_vs_4,0.088235294117647,0.0,0.2894736842105263,0.2894736842105263,0.0526315789473684,0.2368421052631578,0.0294117647058823,0.0789473684210526,0.088235294117647,0.0588235294117647,56.0,45.0,45.0,49.0,46.0,44.0,50.0,55.0,0.131578947368421,0.0263157894736842,0.2631578947368421,0.1764705882352941,0.0588235294117647,0.1764705882352941,0.0263157894736842,0.1470588235294117,0.1470588235294117,0.0294117647058823,41.0,45.0,49.0,49.0,43.0,47.0,55.0,47.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-08,fuku,1-1,okay,ベススタ,0.0,1,1,0.0,0.0,0.0,Sunny,3-4-2-1,3-4-2-1,6.0,8.0,-2.0,0.0,0.0,1500.0,1500.0,0.0,12.95,11.1,0.0,113.0,127.0,0.0,0.0,0.0,0.0,1.124999999999999,1.0889999999999995,52.70000000000001,51.0,54.4,48.7,0.0,0.0,0.0,0,0,10.5,3.176470588235294,11.157894736842104,0.868421052631579,1.0,0.3235294117647059,336.86842105263156,10.529411764705882,9.657894736842104,14.052631578947368,24.61764705882353,19.529411764705884,18.441176470588236,13.058823529411764,1.6176470588235294,18.61764705882353,1.4411764705882353,0.0263157894736842,42.7,8.368421052631579,17.5,32.28947368421053,1.0558823529411765,1.0323529411764707,109.0,120.0,26.0,52.0,38.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,3.0,6.0,1.0,0.0,2.0,2.0,3_vs_3,0.0526315789473684,0.0263157894736842,0.2105263157894736,0.2105263157894736,0.0263157894736842,0.2058823529411764,0.0,0.0263157894736842,0.0789473684210526,0.0263157894736842,42.0,45.0,44.0,47.0,54.0,51.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-08,nago,1-0,shim,豊田ス,0.0,1,0,0.0,0.0,222.2,Sunny,3-4-2-1,4-4-2,7.0,9.0,-2.0,0.0,0.0,1500.0,1500.0,0.0,19.25,19.95,0.0,114.0,85.0,0.0,0.0,0.0,0.0,1.231999999999998,1.1829999999999992,49.4,48.7,45.2,47.400000000000006,0.0,0.0,0.0,1,1,11.205882352941176,3.8947368421052633,11.735294117647058,1.1578947368421053,1.0294117647058822,0.3823529411764705,403.1764705882353,11.676470588235292,10.705882352941176,13.441176470588236,21.647058823529413,18.58823529411765,18.941176470588236,10.176470588235292,1.7941176470588236,14.763157894736842,1.0,0.0588235294117647,46.2,8.973684210526315,17.294117647058822,30.289473684210527,1.1823529411764706,1.1176470588235294,114.0,155.0,39.0,74.0,48.0,79.0,11.342105263157896,3.5,12.0,0.9736842105263158,1.4210526315789471,0.1176470588235294,407.60526315789474,9.157894736842104,8.421052631578947,13.342105263157896,21.470588235294116,15.263157894736842,19.07894736842105,8.894736842105264,1.9705882352941175,12.176470588235292,0.631578947368421,0.0263157894736842,43.5,8.973684210526315,14.052631578947368,29.44736842105263,1.0578947368421054,1.0842105263157895,113.0,156.0,39.0,71.0,49.0,83.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,3_vs_4,0.0588235294117647,0.0294117647058823,0.2647058823529412,0.2058823529411764,0.0294117647058823,0.1842105263157894,0.0,0.1052631578947368,0.1470588235294117,0.0526315789473684,51.0,50.0,38.0,45.0,47.0,44.0,43.0,46.0,0.0,0.0,0.3421052631578947,0.2105263157894736,0.0,0.131578947368421,0.0,0.0526315789473684,0.088235294117647,0.088235294117647,35.0,34.0,47.0,47.0,36.0,44.0,42.0,53.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-08,ka-f,5-3,kasw,Ｕ等々力,0.0,5,3,0.0,0.0,242.7,Sunny,4-1-2-3,4-4-2,5.0,6.0,-1.0,0.0,0.0,1500.0,1500.0,0.0,22.93,18.63,0.0,114.0,96.0,0.0,0.0,0.0,0.0,1.4919999999999976,1.2939999999999974,54.7,49.6,51.3,55.29999999999999,0.0,0.0,0.0,2,1,14.657894736842104,4.947368421052632,10.235294117647058,1.911764705882353,1.2352941176470589,0.3235294117647059,578.9705882352941,11.552631578947368,15.68421052631579,13.617647058823527,20.294117647058822,18.941176470588236,20.0,9.794117647058824,2.2058823529411766,13.588235294117649,1.1470588235294117,0.088235294117647,54.9,14.078947368421051,17.5,32.470588235294116,1.6473684210526316,1.052941176470588,111.0,157.0,42.0,70.0,44.0,82.0,12.552631578947368,4.0588235294117645,11.382352941176473,1.0263157894736843,1.3529411764705883,0.2105263157894736,422.1315789473685,9.941176470588236,13.263157894736842,14.588235294117649,22.647058823529413,17.794117647058822,19.92105263157895,12.676470588235292,1.7352941176470589,16.441176470588236,1.588235294117647,0.0526315789473684,46.0,11.473684210526317,15.205882352941176,32.44117647058823,1.2289473684210528,1.181578947368421,113.0,163.0,39.0,80.0,47.0,82.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,-1.0,2.0,1.0,4_vs_4,0.1764705882352941,0.0294117647058823,0.3421052631578947,0.4117647058823529,0.131578947368421,0.3529411764705882,0.0294117647058823,0.088235294117647,0.1764705882352941,0.1176470588235294,51.0,63.0,59.0,53.0,51.0,41.0,73.0,53.0,0.0526315789473684,0.0,0.1842105263157894,0.2105263157894736,0.2058823529411764,0.1842105263157894,0.0588235294117647,0.0588235294117647,0.1764705882352941,0.0588235294117647,50.0,43.0,54.0,45.0,55.0,63.0,43.0,43.0,0.0,0.0,0.0,0.0
2026_special,1,2026-02-08,tk-v,3-1,mito,味スタ,0.0,3,1,0.0,0.0,357.7,Sunny,3-4-2-1,3-4-2-1,8.0,7.0,1.0,0.0,0.0,1500.0,1500.0,0.0,13.24,17.23,0.0,120.5,80.0,0.0,0.0,0.0,0.0,0.8899999999999982,1.233999999999999,47.05,50.64999999999999,50.39999999999999,49.0,0.0,0.0,0.0,2,1,6.026315789473684,2.1842105263157894,5.894736842105263,0.6710526315789473,0.6710526315789473,0.15789473684210525,200.48684210526315,4.842105263157895,6.052631578947368,5.973684210526316,13.11842105263158,9.026315789473685,9.355263157894736,5.960526315789474,1.0,8.763157894736842,0.6578947368421053,0.0263157894736842,22.95,5.105263157894737,7.894736842105263,15.828947368421051,0.6026315789473684,0.6039473684210526,58.0,61.0,15.0,26.5,19.0,33.5,12.029411764705882,3.868421052631579,11.588235294117649,1.1764705882352942,1.1470588235294117,0.2647058823529412,436.7948916408669,10.36842105263158,11.647058823529411,13.823529411764705,20.94736842105263,17.294117647058822,18.852941176470587,11.029411764705882,1.7352941176470589,14.447368421052632,1.0294117647058822,0.0294117647058823,48.9,10.705882352941176,16.323529411764707,31.789473684210527,1.2263157894736842,1.181578947368421,113.0,135.0,35.0,64.0,38.0,72.0,1.0,3.0,6.0,1.0,3.0,6.0,1.0,0.0,2.0,2.0,3_vs_3,0.0789473684210526,0.0394736842105263,0.19736842105263155,0.0789473684210526,0.0657894736842105,0.0789473684210526,0.0,0.0789473684210526,0.0394736842105263,0.0131578947368421,22.5,22.5,23.0,19.5,22.5,21.0,22.0,25.0,0.0526315789473684,0.0,0.2105263157894736,0.2105263157894736,0.0588235294117647,0.1842105263157894,0.0,0.0588235294117647,0.1052631578947368,0.0294117647058823,45.0,44.0,47.0,44.0,45.0,44.5,44.0,44.0,0.0,0.0,0.0,0.0
